"Date","Price","Open","High","Low","Vol.","Change %"
"Jul 13, 1988","96.33","96.31","96.65","96.27","-","0.20%"
"Jul 12, 1988","96.14","96.37","96.44","96.07","-","-0.43%"
"Jul 11, 1988","96.56","96.36","96.60","96.18","-","0.21%"
"Jul 08, 1988","96.36","95.51","96.41","95.49","-","0.97%"
"Jul 07, 1988","95.43","95.20","95.57","95.07","-","-0.21%"
"Jul 06, 1988","95.63","95.65","95.71","95.44","-","-0.19%"
"Jul 05, 1988","95.81","95.98","96.11","95.58","-","-0.08%"
"Jul 04, 1988","95.89","95.94","96.01","95.69","-","0.00%"
"Jul 01, 1988","95.89","95.94","96.01","95.69","-","0.50%"
"Jun 30, 1988","95.41","95.69","95.91","95.35","-","-0.20%"
"Jun 29, 1988","95.60","95.67","96.09","95.49","-","0.46%"
"Jun 28, 1988","95.16","94.42","95.18","94.41","-","-0.28%"
"Jun 27, 1988","95.43","95.58","95.65","95.15","-","0.54%"
"Jun 24, 1988","94.92","94.08","95.01","94.07","-","1.57%"
"Jun 23, 1988","93.45","93.88","93.91","93.38","-","0.03%"
"Jun 22, 1988","93.42","93.09","93.48","93.02","-","1.35%"
"Jun 21, 1988","92.18","92.33","92.33","92.10","-","-0.16%"
"Jun 20, 1988","92.33","92.17","92.58","92.10","-","0.30%"
"Jun 17, 1988","92.05","92.15","92.21","91.96","-","0.09%"
"Jun 16, 1988","91.97","91.88","92.17","91.77","-","-0.26%"
"Jun 15, 1988","92.21","92.07","92.26","92.05","-","0.21%"
"Jun 14, 1988","92.02","90.96","92.09","90.96","-","1.19%"
"Jun 13, 1988","90.94","90.95","91.04","90.89","-","0.13%"
"Jun 10, 1988","90.82","90.66","90.86","90.64","-","0.33%"
"Jun 09, 1988","90.52","90.84","90.99","90.49","-","-0.54%"
"Jun 08, 1988","91.01","90.65","91.06","90.58","-","0.42%"
"Jun 07, 1988","90.63","90.70","90.85","90.61","-","-0.33%"
"Jun 06, 1988","90.93","91.16","91.18","90.86","-","-0.41%"
"Jun 03, 1988","91.30","91.26","91.38","91.12","-","0.09%"
"Jun 02, 1988","91.22","91.35","91.64","91.11","-","0.12%"
"Jun 01, 1988","91.11","90.86","91.23","90.84","-","0.02%"
"May 31, 1988","91.09","90.82","91.12","90.72","-","0.67%"
"May 30, 1988","90.48","90.21","90.57","90.21","-","0.00%"
"May 27, 1988","90.48","90.21","90.57","90.21","-","0.46%"
"May 26, 1988","90.07","90.12","90.18","90.00","-","0.04%"
"May 25, 1988","90.03","89.92","90.06","89.92","-","0.24%"
"May 24, 1988","89.81","89.77","89.93","89.71","-","-0.06%"
"May 23, 1988","89.86","89.95","90.01","89.81","-","-0.10%"
"May 20, 1988","89.95","90.00","90.07","89.94","-","0.00%"
"May 19, 1988","89.95","89.91","89.98","89.85","-","-0.04%"
"May 18, 1988","89.99","90.20","90.27","89.95","-","-0.29%"
"May 17, 1988","90.25","89.33","90.27","89.28","-","0.95%"
"May 16, 1988","89.40","89.32","89.45","89.23","-","0.24%"
"May 13, 1988","89.19","89.08","89.23","89.02","-","0.04%"
"May 12, 1988","89.15","89.24","89.24","89.01","-","0.01%"
"May 11, 1988","89.14","89.07","89.23","88.94","-","0.10%"
"May 10, 1988","89.05","89.12","89.12","89.00","-","-0.21%"
"May 09, 1988","89.24","89.18","89.30","89.15","-","-0.07%"
"May 06, 1988","89.30","89.26","89.52","89.23","-","-0.20%"
"May 05, 1988","89.48","89.16","89.55","89.11","-","0.31%"
"May 04, 1988","89.20","89.38","89.42","89.18","-","-0.06%"
"May 03, 1988","89.25","89.15","89.31","89.08","-","0.10%"
"May 02, 1988","89.16","89.30","89.47","89.15","-","0.00%"
"Apr 29, 1988","89.16","88.75","89.17","88.70","-","0.42%"
"Apr 28, 1988","88.79","88.86","88.93","88.72","-","-0.20%"
"Apr 27, 1988","88.97","89.17","89.24","88.92","-","-0.07%"
"Apr 26, 1988","89.03","88.85","89.06","88.72","-","0.04%"
"Apr 25, 1988","88.99","88.95","89.13","88.91","-","0.11%"
"Apr 22, 1988","88.89","88.80","88.96","88.78","-","0.35%"
"Apr 21, 1988","88.58","88.52","88.63","88.38","-","0.07%"
"Apr 20, 1988","88.52","88.36","88.52","88.30","-","-0.03%"
"Apr 19, 1988","88.55","88.52","88.61","88.37","-","0.26%"
"Apr 18, 1988","88.32","88.39","88.41","88.16","-","0.01%"
"Apr 15, 1988","88.31","88.49","88.50","88.28","-","-0.15%"
"Apr 14, 1988","88.44","89.94","89.99","88.44","-","-1.78%"
"Apr 13, 1988","90.04","89.97","90.12","89.70","-","0.23%"
"Apr 12, 1988","89.83","89.61","89.85","89.60","-","0.28%"
"Apr 11, 1988","89.58","89.68","89.84","89.55","-","0.49%"
"Apr 08, 1988","89.14","89.23","89.29","89.08","-","-0.13%"
"Apr 07, 1988","89.26","89.45","89.50","89.24","-","-0.16%"
"Apr 06, 1988","89.40","88.85","89.50","88.72","-","0.63%"
"Apr 05, 1988","88.84","88.64","88.94","88.53","-","0.77%"
"Apr 04, 1988","88.16","88.37","88.37","87.87","-","-0.16%"
"Apr 01, 1988","88.30","88.33","88.35","88.16","-","0.00%"
"Mar 31, 1988","88.30","88.33","88.35","88.16","-","-0.17%"
"Mar 30, 1988","88.45","88.94","88.96","88.43","-","-0.28%"
"Mar 29, 1988","88.70","88.71","88.85","88.52","-","0.46%"
"Mar 28, 1988","88.29","88.76","88.79","88.27","-","-1.19%"
"Mar 25, 1988","89.35","89.60","89.66","89.31","-","-0.06%"
"Mar 24, 1988","89.40","89.78","89.79","89.39","-","-0.74%"
"Mar 23, 1988","90.07","90.20","90.27","89.99","-","-0.14%"
"Mar 22, 1988","90.20","90.27","90.36","90.12","-","0.11%"
"Mar 21, 1988","90.10","90.13","90.23","89.99","-","-0.45%"
"Mar 18, 1988","90.51","90.35","90.57","90.31","-","0.14%"
"Mar 17, 1988","90.38","89.73","90.45","89.53","-","0.96%"
"Mar 16, 1988","89.52","89.41","89.59","89.34","-","0.20%"
"Mar 15, 1988","89.34","89.19","89.45","89.10","-","0.29%"
"Mar 14, 1988","89.08","88.93","89.08","88.82","-","0.07%"
"Mar 11, 1988","89.02","89.10","89.18","89.01","-","-0.40%"
"Mar 10, 1988","89.38","89.53","89.53","89.34","-","0.07%"
"Mar 09, 1988","89.32","89.43","89.48","89.28","-","-0.03%"
"Mar 08, 1988","89.35","89.64","89.69","89.23","-","-0.47%"
"Mar 07, 1988","89.77","90.22","90.27","89.69","-","-0.87%"
"Mar 04, 1988","90.56","90.85","90.91","90.55","-","-0.28%"
"Mar 03, 1988","90.81","90.87","90.90","90.75","-","-0.06%"
"Mar 02, 1988","90.86","90.65","90.96","90.63","-","0.46%"
"Mar 01, 1988","90.44","90.55","90.56","90.36","-","-0.10%"
"Feb 29, 1988","90.53","90.54","90.63","90.49","-","0.00%"
"Feb 26, 1988","90.53","90.58","90.62","90.42","-","-0.29%"
"Feb 25, 1988","90.79","91.10","91.14","90.73","-","-0.09%"
"Feb 24, 1988","90.87","90.88","90.92","90.71","-","0.02%"
"Feb 23, 1988","90.85","90.80","90.93","90.65","-","-0.22%"
"Feb 22, 1988","91.05","91.32","91.35","90.95","-","-0.56%"
"Feb 19, 1988","91.56","91.54","91.64","91.36","-","-0.17%"
"Feb 18, 1988","91.72","91.47","91.73","91.27","-","0.39%"
"Feb 17, 1988","91.36","91.75","91.76","91.24","-","-0.24%"
"Feb 16, 1988","91.58","91.84","91.87","91.35","-","-0.29%"
"Feb 15, 1988","91.85","91.20","92.04","91.20","-","0.00%"
"Feb 12, 1988","91.85","91.20","92.04","91.20","-","1.07%"
"Feb 11, 1988","90.88","90.81","90.92","90.66","-","0.11%"
"Feb 10, 1988","90.78","90.77","90.88","90.62","-","-0.32%"
"Feb 09, 1988","91.07","91.30","91.44","90.96","-","-0.08%"
"Feb 08, 1988","91.14","91.24","91.27","90.88","-","-0.01%"
"Feb 05, 1988","91.15","90.78","91.29","90.60","-","0.72%"
"Feb 04, 1988","90.50","90.89","91.00","90.45","-","-0.33%"
"Feb 03, 1988","90.80","90.62","90.80","90.41","-","0.49%"
"Feb 02, 1988","90.36","90.73","90.79","90.30","-","-0.54%"
"Feb 01, 1988","90.85","90.88","91.02","90.75","-","0.56%"
"Jan 29, 1988","90.34","90.20","90.37","90.08","-","0.79%"
"Jan 28, 1988","89.63","89.69","89.78","89.59","-","-0.14%"
"Jan 27, 1988","89.76","89.99","90.21","89.69","-","-0.28%"
"Jan 26, 1988","90.01","90.06","90.31","89.97","-","-0.29%"
"Jan 25, 1988","90.27","89.97","90.30","89.93","-","0.65%"
"Jan 22, 1988","89.69","89.83","90.08","89.65","-","0.19%"
"Jan 21, 1988","89.52","89.47","89.70","89.28","-","0.24%"
"Jan 20, 1988","89.31","89.63","89.77","89.27","-","-1.01%"
"Jan 19, 1988","90.22","90.53","90.78","89.97","-","-0.25%"
"Jan 18, 1988","90.45","90.71","90.80","90.37","-","-0.33%"
"Jan 15, 1988","90.75","88.21","90.81","88.16","-","2.90%"
"Jan 14, 1988","88.19","88.54","88.60","88.13","-","-0.35%"
"Jan 13, 1988","88.50","87.96","88.52","87.93","-","0.14%"
"Jan 12, 1988","88.38","88.54","88.60","88.25","-","-0.46%"
"Jan 11, 1988","88.79","88.67","88.80","88.51","-","-0.24%"
"Jan 08, 1988","89.00","89.53","89.62","88.93","-","-0.19%"
"Jan 07, 1988","89.17","88.78","89.49","88.69","-","0.09%"
"Jan 06, 1988","89.09","89.68","89.75","88.88","-","0.76%"
"Jan 05, 1988","88.42","87.39","88.47","87.27","-","2.74%"
"Jan 04, 1988","86.06","85.90","86.27","85.87","-","0.75%"
"Jan 01, 1988","85.42","85.67","85.70","85.33","-","0.00%"
"Dec 31, 1987","85.42","85.67","85.70","85.33","-","-1.41%"
"Dec 30, 1987","86.64","86.75","86.82","86.57","-","-0.05%"
"Dec 29, 1987","86.68","86.45","86.90","86.41","-","-0.14%"
"Dec 28, 1987","86.80","86.86","86.88","86.47","-","-1.49%"
"Dec 25, 1987","88.11","88.25","88.30","88.03","-","0.00%"
"Dec 24, 1987","88.11","88.25","88.30","88.03","-","-0.46%"
"Dec 23, 1987","88.52","88.49","88.84","88.47","-","0.42%"
"Dec 22, 1987","88.15","88.30","88.42","88.15","-","-0.08%"
"Dec 21, 1987","88.22","88.32","88.54","88.18","-","-0.38%"
"Dec 18, 1987","88.56","88.14","88.69","88.08","-","0.97%"
"Dec 17, 1987","87.71","88.11","88.24","87.71","-","-0.63%"
"Dec 16, 1987","88.27","88.54","88.71","88.21","-","-0.35%"
"Dec 15, 1987","88.58","88.32","88.72","88.29","-","0.11%"
"Dec 14, 1987","88.48","88.19","88.51","88.13","-","-0.07%"
"Dec 11, 1987","88.54","88.55","88.77","88.49","-","-0.27%"
"Dec 10, 1987","88.78","90.16","90.24","88.70","-","-1.53%"
"Dec 09, 1987","90.16","90.03","90.27","90.03","-","-0.19%"
"Dec 08, 1987","90.33","90.41","90.52","90.33","-","-0.50%"
"Dec 07, 1987","90.78","90.53","90.79","90.42","-","0.34%"
"Dec 04, 1987","90.47","89.91","90.73","89.81","-","0.18%"
"Dec 03, 1987","90.31","89.79","90.44","89.63","-","0.34%"
"Dec 02, 1987","90.00","90.02","90.11","89.75","-","-0.06%"
"Dec 01, 1987","90.05","89.99","90.11","89.63","-","1.01%"
"Nov 30, 1987","89.15","89.12","89.41","89.03","-","-0.94%"
"Nov 27, 1987","90.00","90.27","90.29","89.98","-","-0.89%"
"Nov 26, 1987","90.81","90.78","90.86","90.51","-","0.00%"
"Nov 25, 1987","90.81","90.78","90.86","90.51","-","-0.20%"
"Nov 24, 1987","90.99","91.49","91.62","90.74","-","0.05%"
"Nov 23, 1987","90.94","90.62","90.95","90.62","-","-0.35%"
"Nov 20, 1987","91.26","91.08","91.90","90.35","-","-0.05%"
"Nov 19, 1987","91.31","91.14","91.55","91.12","-","-0.16%"
"Nov 18, 1987","91.46","92.04","92.18","91.31","-","-0.27%"
"Nov 17, 1987","91.71","92.10","92.10","91.67","-","-1.06%"
"Nov 16, 1987","92.69","92.81","92.91","92.34","-","1.05%"
"Nov 13, 1987","91.73","91.89","92.12","91.66","-","0.07%"
"Nov 12, 1987","91.67","91.38","92.18","91.27","-","0.60%"
"Nov 11, 1987","91.12","90.72","91.17","90.71","-","0.52%"
"Nov 10, 1987","90.65","90.17","91.22","90.00","-","0.15%"
"Nov 09, 1987","90.51","91.04","91.04","90.34","-","-0.64%"
"Nov 06, 1987","91.09","91.25","91.49","90.85","-","-0.14%"
"Nov 05, 1987","91.22","92.18","92.30","90.84","-","-1.55%"
"Nov 04, 1987","92.66","92.74","93.10","92.52","-","-0.46%"
"Nov 03, 1987","93.09","92.52","93.34","92.41","-","0.28%"
"Nov 02, 1987","92.83","93.24","93.36","92.65","-","-0.88%"
"Oct 30, 1987","93.65","94.14","94.20","93.54","-","-0.20%"
"Oct 29, 1987","93.84","93.69","93.84","93.26","-","0.15%"
"Oct 28, 1987","93.70","94.31","94.40","93.46","-","-1.19%"
"Oct 27, 1987","94.83","95.57","95.60","94.70","-","-0.63%"
"Oct 26, 1987","95.43","95.15","95.56","95.15","-","-0.26%"
"Oct 23, 1987","95.68","96.91","97.02","95.49","-","-1.66%"
"Oct 22, 1987","97.30","97.27","97.51","96.71","-","-0.02%"
"Oct 21, 1987","97.32","96.75","97.45","96.65","-","0.26%"
"Oct 20, 1987","97.07","96.14","97.43","96.13","-","1.79%"
"Oct 19, 1987","95.36","95.29","95.48","95.07","-","-1.01%"
"Oct 16, 1987","96.33","96.44","96.55","96.23","-","-0.28%"
"Oct 15, 1987","96.60","96.37","96.72","96.16","-","-0.10%"
"Oct 14, 1987","96.70","97.44","97.46","96.61","-","-0.66%"
"Oct 13, 1987","97.34","97.40","97.43","97.21","-","0.36%"
"Oct 12, 1987","96.99","96.99","97.08","96.92","-","0.14%"
"Oct 09, 1987","96.85","97.02","97.27","96.85","-","-0.30%"
"Oct 08, 1987","97.14","97.57","97.65","97.02","-","-0.52%"
"Oct 07, 1987","97.65","97.73","97.81","97.54","-","-0.45%"
"Oct 06, 1987","98.09","98.15","98.24","98.04","-","-0.34%"
"Oct 05, 1987","98.42","98.61","98.68","98.35","-","-0.22%"
"Oct 02, 1987","98.64","98.44","98.68","98.38","-","0.22%"
"Oct 01, 1987","98.42","98.63","98.81","98.40","-","-0.15%"
"Sep 30, 1987","98.57","98.30","98.69","98.26","-","0.22%"
"Sep 29, 1987","98.35","98.46","98.48","98.11","-","0.74%"
"Sep 28, 1987","97.63","97.63","97.70","97.52","-","0.24%"
"Sep 25, 1987","97.40","97.46","97.58","97.38","-","0.06%"
"Sep 24, 1987","97.34","97.42","97.48","97.29","-","-0.18%"
"Sep 23, 1987","97.52","97.79","97.82","97.38","-","0.06%"
"Sep 22, 1987","97.46","97.33","97.57","97.25","-","0.47%"
"Sep 21, 1987","97.00","96.94","97.17","96.90","-","0.30%"
"Sep 18, 1987","96.71","96.76","96.84","96.61","-","-0.45%"
"Sep 17, 1987","97.15","97.32","97.35","97.06","-","-0.10%"
"Sep 16, 1987","97.25","97.11","97.43","97.07","-","0.11%"
"Sep 15, 1987","97.14","97.25","97.40","97.02","-","-0.35%"
"Sep 14, 1987","97.48","97.42","97.73","97.37","-","0.48%"
"Sep 11, 1987","97.01","96.92","97.11","96.20","-","0.18%"
"Sep 10, 1987","96.84","96.97","97.03","96.79","-","0.18%"
"Sep 09, 1987","96.67","96.23","96.85","96.19","-","0.55%"
"Sep 08, 1987","96.14","96.27","96.37","96.10","-","-0.32%"
"Sep 07, 1987","96.45","96.38","96.64","96.20","-","0.00%"
"Sep 04, 1987","96.45","96.38","96.64","96.20","-","0.24%"
"Sep 03, 1987","96.22","96.48","96.62","95.97","-","-0.09%"
"Sep 02, 1987","96.31","96.77","96.83","96.23","-","-0.69%"
"Sep 01, 1987","96.98","97.04","97.13","96.84","-","-0.35%"
"Aug 31, 1987","97.32","97.30","97.42","97.01","-","0.24%"
"Aug 28, 1987","97.09","97.62","97.63","97.03","-","0.09%"
"Aug 27, 1987","97.00","97.51","97.51","96.95","-","-0.83%"
"Aug 26, 1987","97.81","97.99","98.20","97.73","-","-0.08%"
"Aug 25, 1987","97.89","97.52","97.97","97.35","-","0.52%"
"Aug 24, 1987","97.38","97.67","97.68","97.21","-","0.11%"
"Aug 21, 1987","97.27","97.94","97.94","97.24","-","-1.10%"
"Aug 20, 1987","98.35","98.23","98.41","97.96","-","0.13%"
"Aug 19, 1987","98.22","99.02","99.02","98.19","-","-0.62%"
"Aug 18, 1987","98.83","99.27","99.38","98.62","-","-1.46%"
"Aug 17, 1987","100.29","100.60","100.60","100.15","-","-0.22%"
"Aug 14, 1987","100.51","101.42","101.45","100.16","-","-0.59%"
"Aug 13, 1987","101.11","101.23","101.32","100.95","-","-0.09%"
"Aug 12, 1987","101.20","101.48","101.56","101.10","-","-0.15%"
"Aug 11, 1987","101.35","101.48","101.74","101.28","-","0.06%"
"Aug 10, 1987","101.29","101.34","101.50","101.09","-","0.00%"
"Aug 07, 1987","101.29","100.85","101.35","100.84","-","0.46%"
"Aug 06, 1987","100.83","100.80","100.89","100.63","-","0.17%"
"Aug 05, 1987","100.66","100.68","100.81","100.57","-","-0.37%"
"Aug 04, 1987","101.03","100.60","101.21","100.56","-","0.77%"
"Aug 03, 1987","100.26","99.77","100.52","99.72","-","0.47%"
"Jul 31, 1987","99.79","99.60","99.82","99.49","-","0.22%"
"Jul 30, 1987","99.57","99.79","99.98","99.50","-","-0.19%"
"Jul 29, 1987","99.76","99.63","99.79","99.63","-","0.17%"
"Jul 28, 1987","99.59","99.84","99.86","99.53","-","-0.04%"
"Jul 27, 1987","99.63","99.38","99.75","99.36","-","0.08%"
"Jul 24, 1987","99.55","99.53","99.70","99.35","-","-0.22%"
"Jul 23, 1987","99.77","99.72","99.90","99.46","-","-0.16%"
"Jul 22, 1987","99.93","99.91","100.13","99.84","-","0.03%"
"Jul 21, 1987","99.90","99.88","100.13","99.73","-","-0.23%"
"Jul 20, 1987","100.13","99.90","100.23","99.75","-","0.12%"
"Jul 17, 1987","100.01","99.45","100.06","99.35","-","1.39%"
"Jul 16, 1987","98.64","98.59","98.82","98.52","-","0.45%"
"Jul 15, 1987","98.20","99.33","99.42","98.13","-","-1.22%"
"Jul 14, 1987","99.41","99.10","99.44","99.02","-","0.32%"
"Jul 13, 1987","99.09","99.27","99.31","98.97","-","-0.08%"
"Jul 10, 1987","99.17","99.14","99.23","99.03","-","0.27%"
"Jul 09, 1987","98.90","98.77","98.98","98.62","-","-0.07%"
"Jul 08, 1987","98.97","99.16","99.27","98.77","-","0.01%"
"Jul 07, 1987","98.96","98.77","99.06","98.63","-","0.18%"
"Jul 06, 1987","98.78","98.99","99.03","98.66","-","0.38%"
"Jul 03, 1987","98.41","98.29","98.50","98.27","-","0.00%"
"Jul 02, 1987","98.41","98.29","98.50","98.27","-","0.17%"
"Jul 01, 1987","98.24","98.03","98.31","97.97","-","0.11%"
"Jun 30, 1987","98.13","98.44","98.53","98.07","-","-0.30%"
"Jun 29, 1987","98.43","98.37","98.52","98.32","-","0.25%"
"Jun 26, 1987","98.18","98.11","98.24","97.96","-","-0.06%"
"Jun 25, 1987","98.24","98.23","98.36","98.13","-","0.56%"
"Jun 24, 1987","97.69","97.79","98.06","97.63","-","-0.97%"
"Jun 23, 1987","98.65","98.93","99.06","98.32","-","-0.31%"
"Jun 22, 1987","98.96","98.45","99.04","98.40","-","0.83%"
"Jun 19, 1987","98.15","98.03","98.28","97.96","-","0.17%"
"Jun 18, 1987","97.98","97.84","98.05","97.72","-","-0.13%"
"Jun 17, 1987","98.11","98.09","98.18","97.72","-","0.18%"
"Jun 16, 1987","97.93","97.68","98.05","97.61","-","0.05%"
"Jun 15, 1987","97.88","97.75","98.09","97.62","-","0.70%"
"Jun 12, 1987","97.20","96.67","97.31","96.55","-","0.82%"
"Jun 11, 1987","96.41","96.57","96.64","96.34","-","-0.08%"
"Jun 10, 1987","96.49","96.00","96.80","96.00","-","0.28%"
"Jun 09, 1987","96.22","96.68","96.73","96.21","-","-0.90%"
"Jun 08, 1987","97.09","96.79","97.25","96.69","-","-0.49%"
"Jun 05, 1987","97.57","97.33","97.65","97.25","-","-0.09%"
"Jun 04, 1987","97.66","97.64","97.83","97.39","-","0.55%"
"Jun 03, 1987","97.13","96.94","97.38","96.87","-","0.50%"
"Jun 02, 1987","96.65","97.59","97.59","96.46","-","-1.52%"
"Jun 01, 1987","98.14","98.30","98.43","97.99","-","0.38%"
"May 29, 1987","97.77","97.69","97.87","97.59","-","0.39%"
"May 28, 1987","97.39","97.48","97.55","97.23","-","-0.45%"
"May 27, 1987","97.83","97.87","97.91","97.50","-","0.39%"
"May 26, 1987","97.45","96.56","97.48","96.56","-","1.69%"
"May 25, 1987","95.83","95.47","95.90","95.41","-","0.00%"
"May 22, 1987","95.83","95.47","95.90","95.41","-","0.28%"
"May 21, 1987","95.56","95.68","95.71","95.47","-","0.18%"
"May 20, 1987","95.39","95.12","95.57","95.11","-","0.09%"
"May 19, 1987","95.30","95.69","95.73","95.19","-","-0.37%"
"May 18, 1987","95.65","95.42","95.73","95.36","-","0.28%"
"May 15, 1987","95.38","95.64","95.69","95.24","-","-0.30%"
"May 14, 1987","95.67","96.00","96.07","95.48","-","-0.44%"
"May 13, 1987","96.09","96.19","96.23","95.87","-","0.01%"
"May 12, 1987","96.08","95.90","96.11","95.75","-","-0.17%"
"May 11, 1987","96.24","96.21","96.36","96.10","-","0.40%"
"May 08, 1987","95.86","95.60","96.06","95.59","-","0.37%"
"May 07, 1987","95.51","95.18","95.68","95.18","-","0.60%"
"May 06, 1987","94.94","95.26","95.30","94.90","-","-0.18%"
"May 05, 1987","95.11","94.86","95.30","94.84","-","0.24%"
"May 04, 1987","94.88","95.46","95.56","94.75","-","-0.51%"
"May 01, 1987","95.37","95.83","95.93","95.34","-","-0.59%"
"Apr 30, 1987","95.94","95.77","96.37","95.76","-","-0.14%"
"Apr 29, 1987","96.07","96.33","96.45","95.80","-","0.10%"
"Apr 28, 1987","95.97","95.84","96.33","95.74","-","0.03%"
"Apr 27, 1987","95.94","95.25","95.97","95.25","-","0.13%"
"Apr 24, 1987","95.82","96.04","96.11","95.61","-","-0.82%"
"Apr 23, 1987","96.61","97.17","97.26","96.53","-","-0.83%"
"Apr 22, 1987","97.42","97.36","97.49","97.14","-","0.44%"
"Apr 21, 1987","96.99","96.72","97.20","96.68","-","0.22%"
"Apr 20, 1987","96.78","96.96","97.23","96.76","-","-0.18%"
"Apr 17, 1987","96.95","97.18","97.32","96.89","-","0.00%"
"Apr 16, 1987","96.95","97.18","97.32","96.89","-","0.20%"
"Apr 15, 1987","96.76","96.91","97.03","96.59","-","0.66%"
"Apr 14, 1987","96.13","96.52","96.59","96.11","-","-0.67%"
"Apr 13, 1987","96.78","96.74","96.93","96.66","-","-0.10%"
"Apr 10, 1987","96.88","96.88","97.00","96.50","-","-0.54%"
"Apr 09, 1987","97.41","97.80","97.85","97.25","-","-0.84%"
"Apr 08, 1987","98.24","98.28","98.44","97.94","-","0.53%"
"Apr 07, 1987","97.72","97.54","97.79","97.53","-","-0.05%"
"Apr 06, 1987","97.77","97.74","98.03","97.70","-","0.09%"
"Apr 03, 1987","97.68","97.60","98.01","97.31","-","0.15%"
"Apr 02, 1987","97.53","98.13","98.20","97.39","-","-0.59%"
"Apr 01, 1987","98.11","97.73","98.26","97.63","-","1.03%"
"Mar 31, 1987","97.11","97.18","97.47","96.88","-","0.22%"
"Mar 30, 1987","96.90","97.13","97.29","96.81","-","-0.76%"
"Mar 27, 1987","97.64","97.95","98.01","97.62","-","-0.72%"
"Mar 26, 1987","98.35","98.42","98.56","98.18","-","0.08%"
"Mar 25, 1987","98.27","97.99","98.44","97.98","-","0.23%"
"Mar 24, 1987","98.04","97.54","98.26","97.46","-","0.12%"
"Mar 23, 1987","97.92","98.15","98.19","97.87","-","-0.62%"
"Mar 20, 1987","98.53","98.66","98.77","98.51","-","-0.24%"
