"Date","Price","Open","High","Low","Vol.","Change %"
"Mar 11, 1985","160.20","160.20","160.20","160.20","-","-1.83%"
"Mar 08, 1985","163.18","163.18","163.18","163.18","-","0.33%"
"Mar 07, 1985","162.64","162.64","162.64","162.64","-","0.35%"
"Mar 06, 1985","162.08","162.08","162.08","162.08","-","-1.07%"
"Mar 05, 1985","163.83","163.83","163.83","163.83","-","1.27%"
"Mar 04, 1985","161.77","161.77","161.77","161.77","-","0.45%"
"Mar 01, 1985","161.04","161.04","161.04","161.04","-","0.39%"
"Feb 28, 1985","160.41","160.41","160.41","160.41","-","0.33%"
"Feb 27, 1985","159.89","159.89","159.89","159.89","-","-2.55%"
"Feb 26, 1985","164.08","164.08","164.08","164.08","-","-0.39%"
"Feb 25, 1985","164.72","164.72","164.72","164.72","-","1.65%"
"Feb 22, 1985","162.04","162.04","162.04","162.04","-","0.84%"
"Feb 21, 1985","160.69","160.69","160.69","160.69","-","0.66%"
"Feb 20, 1985","159.63","159.63","159.63","159.63","-","0.52%"
"Feb 19, 1985","158.81","158.81","158.81","158.81","-","1.17%"
"Feb 15, 1985","156.97","156.97","156.97","156.97","-","-0.65%"
"Feb 14, 1985","157.99","157.99","157.99","157.99","-","-0.35%"
"Feb 13, 1985","158.54","158.54","158.54","158.54","-","0.73%"
"Feb 11, 1985","157.39","157.39","157.39","157.39","-","0.56%"
"Feb 08, 1985","156.51","156.51","156.51","156.51","-","0.31%"
"Feb 07, 1985","156.02","156.02","156.02","156.02","-","0.46%"
"Feb 06, 1985","155.31","155.31","155.31","155.31","-","-0.07%"
"Feb 05, 1985","155.42","155.42","155.42","155.42","-","0.31%"
"Feb 04, 1985","154.94","154.94","154.94","154.94","-","0.96%"
"Feb 01, 1985","153.47","153.47","153.47","153.47","-","0.49%"
"Jan 31, 1985","152.72","152.72","152.72","152.72","-","-0.12%"
"Jan 30, 1985","152.91","152.91","152.91","152.91","-","-0.23%"
"Jan 29, 1985","153.27","153.27","153.27","153.27","-","0.16%"
"Jan 28, 1985","153.02","153.02","153.02","153.02","-","0.01%"
"Jan 25, 1985","153.01","153.01","153.01","153.01","-","0.27%"
"Jan 24, 1985","152.60","152.60","152.60","152.60","-","-0.56%"
"Jan 23, 1985","153.46","153.46","153.46","153.46","-","0.39%"
"Jan 22, 1985","152.87","152.87","152.87","152.87","-","-0.39%"
"Jan 18, 1985","153.47","153.47","153.47","153.47","-","0.01%"
"Jan 17, 1985","153.46","153.46","153.46","153.46","-","-0.12%"
"Jan 16, 1985","153.64","153.64","153.64","153.64","-","0.11%"
"Jan 15, 1985","153.47","153.47","153.47","153.47","-","-0.27%"
"Jan 14, 1985","153.89","153.89","153.89","153.89","-","0.97%"
"Jan 11, 1985","152.41","152.41","152.41","152.41","-","0.40%"
"Jan 10, 1985","151.80","151.80","151.80","151.80","-","-0.39%"
"Jan 09, 1985","152.40","152.40","152.40","152.40","-","0.32%"
"Jan 08, 1985","151.91","151.91","151.91","151.91","-","-0.59%"
"Jan 07, 1985","152.81","152.81","152.81","152.81","-","0.46%"
"Jan 04, 1985","152.11","152.11","152.11","152.11","-","0.09%"
"Jan 03, 1985","151.97","151.97","151.97","151.97","-","-0.17%"
"Jan 02, 1985","152.23","152.23","152.23","152.23","-","0.50%"
"Dec 31, 1984","151.47","151.47","151.47","151.47","-","0.37%"
"Dec 28, 1984","150.91","150.91","150.91","150.91","-","-0.22%"
"Dec 27, 1984","151.24","151.24","151.24","151.24","-","0.69%"
"Dec 26, 1984","150.20","150.20","150.20","150.20","-","0.14%"
"Dec 24, 1984","149.99","149.99","149.99","149.99","-","0.16%"
"Dec 21, 1984","149.75","149.75","149.75","149.75","-","-0.32%"
"Dec 20, 1984","150.23","150.23","150.23","150.23","-","0.68%"
"Dec 19, 1984","149.22","149.22","149.22","149.22","-","0.43%"
"Dec 18, 1984","148.58","148.58","148.58","148.58","-","-0.08%"
"Dec 17, 1984","148.70","148.70","148.70","148.70","-","-0.01%"
"Dec 14, 1984","148.71","148.71","148.71","148.71","-","-0.36%"
"Dec 13, 1984","149.24","149.24","149.24","149.24","-","0.49%"
"Dec 12, 1984","148.51","148.51","148.51","148.51","-","0.03%"
"Dec 11, 1984","148.47","148.47","148.47","148.47","-","-0.07%"
"Dec 10, 1984","148.58","148.58","148.58","148.58","-","0.11%"
"Dec 07, 1984","148.42","148.42","148.42","148.42","-","0.55%"
"Dec 06, 1984","147.61","147.61","147.61","147.61","-","-0.34%"
"Dec 05, 1984","148.12","148.12","148.12","148.12","-","0.44%"
"Dec 04, 1984","147.47","147.47","147.47","147.47","-","-1.36%"
"Dec 03, 1984","149.51","149.51","149.51","149.51","-","0.20%"
"Nov 30, 1984","149.21","149.21","149.21","149.21","-","0.78%"
"Nov 29, 1984","148.06","148.06","148.06","148.06","-","0.12%"
"Nov 28, 1984","147.88","147.88","147.88","147.88","-","0.42%"
"Nov 27, 1984","147.26","147.26","147.26","147.26","-","-0.26%"
"Nov 26, 1984","147.64","147.64","147.64","147.64","-","0.92%"
"Nov 23, 1984","146.29","146.29","146.29","146.29","-","0.27%"
"Nov 21, 1984","145.90","145.90","145.90","145.90","-","0.34%"
"Nov 20, 1984","145.41","145.41","145.41","145.41","-","0.52%"
"Nov 19, 1984","144.66","144.66","144.66","144.66","-","0.53%"
"Nov 16, 1984","143.90","143.90","143.90","143.90","-","0.31%"
"Nov 15, 1984","143.46","143.46","143.46","143.46","-","-0.21%"
"Nov 14, 1984","143.76","143.76","143.76","143.76","-","0.88%"
"Nov 13, 1984","142.51","142.51","142.51","142.51","-","-0.27%"
"Nov 09, 1984","142.90","142.90","142.90","142.90","-","0.24%"
"Nov 08, 1984","142.56","142.56","142.56","142.56","-","0.13%"
"Nov 07, 1984","142.37","142.37","142.37","142.37","-","0.04%"
"Nov 05, 1984","142.32","142.32","142.32","142.32","-","-0.60%"
"Nov 02, 1984","143.18","143.18","143.18","143.18","-","-1.09%"
"Nov 01, 1984","144.76","144.76","144.76","144.76","-","-1.11%"
"Oct 31, 1984","146.39","146.39","146.39","146.39","-","-0.34%"
"Oct 30, 1984","146.89","146.89","146.89","146.89","-","-0.64%"
"Oct 29, 1984","147.84","147.84","147.84","147.84","-","0.93%"
"Oct 26, 1984","146.48","146.48","146.48","146.48","-","0.63%"
"Oct 25, 1984","145.57","145.57","145.57","145.57","-","-0.27%"
"Oct 24, 1984","145.97","145.97","145.97","145.97","-","-0.55%"
"Oct 23, 1984","146.78","146.78","146.78","146.78","-","-0.94%"
"Oct 22, 1984","148.18","148.18","148.18","148.18","-","-0.02%"
"Oct 19, 1984","148.21","148.21","148.21","148.21","-","-1.06%"
"Oct 18, 1984","149.80","149.80","149.80","149.80","-","0.12%"
"Oct 17, 1984","149.62","149.62","149.62","149.62","-","-0.31%"
"Oct 16, 1984","150.09","150.09","150.09","150.09","-","0.12%"
"Oct 15, 1984","149.91","149.91","149.91","149.91","-","0.55%"
"Oct 12, 1984","149.09","149.09","149.09","149.09","-","0.49%"
"Oct 11, 1984","148.37","148.37","148.37","148.37","-","0.50%"
"Oct 10, 1984","147.63","147.63","147.63","147.63","-","-0.30%"
"Oct 09, 1984","148.08","148.08","148.08","148.08","-","0.85%"
"Oct 05, 1984","146.83","146.83","146.83","146.83","-","0.56%"
"Oct 04, 1984","146.01","146.01","146.01","146.01","-","0.36%"
"Oct 03, 1984","145.49","145.49","145.49","145.49","-","-0.66%"
"Oct 02, 1984","146.45","146.45","146.45","146.45","-","-0.41%"
"Oct 01, 1984","147.05","147.05","147.05","147.05","-","-0.34%"
"Sep 28, 1984","147.55","147.55","147.55","147.55","-","1.03%"
"Sep 27, 1984","146.05","146.05","146.05","146.05","-","-0.25%"
"Sep 26, 1984","146.41","146.41","146.41","146.41","-","-0.79%"
"Sep 25, 1984","147.57","147.57","147.57","147.57","-","1.22%"
"Sep 24, 1984","145.79","145.79","145.79","145.79","-","-0.77%"
"Sep 21, 1984","146.92","146.92","146.92","146.92","-","-1.59%"
"Sep 20, 1984","149.30","149.30","149.30","149.30","-","0.91%"
"Sep 19, 1984","147.96","147.96","147.96","147.96","-","-0.01%"
"Sep 18, 1984","147.98","147.98","147.98","147.98","-","0.47%"
"Sep 17, 1984","147.29","147.29","147.29","147.29","-","1.17%"
"Sep 14, 1984","145.58","145.58","145.58","145.58","-","-0.14%"
"Sep 13, 1984","145.78","145.78","145.78","145.78","-","1.03%"
"Sep 12, 1984","144.30","144.30","144.30","144.30","-","-0.24%"
"Sep 11, 1984","144.65","144.65","144.65","144.65","-","0.29%"
"Sep 10, 1984","144.23","144.23","144.23","144.23","-","0.06%"
"Sep 07, 1984","144.15","144.15","144.15","144.15","-","1.04%"
"Sep 06, 1984","142.66","142.66","142.66","142.66","-","-0.14%"
"Sep 05, 1984","142.86","142.86","142.86","142.86","-","0.66%"
"Sep 04, 1984","141.92","141.92","141.92","141.92","-","1.13%"
"Aug 31, 1984","140.33","140.33","140.33","140.33","-","0.16%"
"Aug 30, 1984","140.11","140.11","140.11","140.11","-","0.26%"
"Aug 29, 1984","139.75","139.75","139.75","139.75","-","-0.14%"
"Aug 28, 1984","139.94","139.94","139.94","139.94","-","-0.14%"
"Aug 27, 1984","140.14","140.14","140.14","140.14","-","0.24%"
"Aug 24, 1984","139.81","139.81","139.81","139.81","-","0.29%"
"Aug 23, 1984","139.40","139.40","139.40","139.40","-","-0.40%"
"Aug 22, 1984","139.96","139.96","139.96","139.96","-","-0.19%"
"Aug 21, 1984","140.22","140.22","140.22","140.22","-","0.42%"
"Aug 20, 1984","139.63","139.63","139.63","139.63","-","0.26%"
"Aug 17, 1984","139.27","139.27","139.27","139.27","-","0.19%"
"Aug 16, 1984","139.01","139.01","139.01","139.01","-","-0.58%"
"Aug 15, 1984","139.82","139.82","139.82","139.82","-","-0.23%"
"Aug 14, 1984","140.14","140.14","140.14","140.14","-","-0.88%"
"Aug 13, 1984","141.38","141.38","141.38","141.38","-","0.50%"
"Aug 10, 1984","140.67","140.67","140.67","140.67","-","-0.10%"
"Aug 09, 1984","140.81","140.81","140.81","140.81","-","0.00%"
"Aug 08, 1984","140.81","140.81","140.81","140.81","-","-0.41%"
"Aug 07, 1984","141.39","141.39","141.39","141.39","-","0.81%"
"Aug 06, 1984","140.26","140.26","140.26","140.26","-","0.65%"
"Aug 03, 1984","139.36","139.36","139.36","139.36","-","-1.09%"
"Aug 02, 1984","140.90","140.90","140.90","140.90","-","-0.57%"
"Aug 01, 1984","141.71","141.71","141.71","141.71","-","0.30%"
"Jul 31, 1984","141.29","141.29","141.29","141.29","-","0.16%"
"Jul 30, 1984","141.07","141.07","141.07","141.07","-","0.25%"
"Jul 27, 1984","140.72","140.72","140.72","140.72","-","1.17%"
"Jul 26, 1984","139.09","139.09","139.09","139.09","-","-0.24%"
"Jul 25, 1984","139.43","139.43","139.43","139.43","-","-0.44%"
"Jul 24, 1984","140.04","140.04","140.04","140.04","-","-0.31%"
"Jul 23, 1984","140.48","140.48","140.48","140.48","-","0.51%"
"Jul 20, 1984","139.77","139.77","139.77","139.77","-","0.47%"
"Jul 19, 1984","139.11","139.11","139.11","139.11","-","-0.56%"
"Jul 18, 1984","139.90","139.90","139.90","139.90","-","0.45%"
"Jul 17, 1984","139.28","139.28","139.28","139.28","-","0.72%"
"Jul 16, 1984","138.28","138.28","138.28","138.28","-","-0.27%"
"Jul 13, 1984","138.65","138.65","138.65","138.65","-","-0.65%"
"Jul 12, 1984","139.56","139.56","139.56","139.56","-","0.28%"
"Jul 11, 1984","139.17","139.17","139.17","139.17","-","0.44%"
"Jul 10, 1984","138.56","138.56","138.56","138.56","-","-0.45%"
"Jul 09, 1984","139.18","139.18","139.18","139.18","-","0.22%"
"Jul 06, 1984","138.88","138.88","138.88","138.88","-","0.28%"
"Jul 05, 1984","138.49","138.49","138.49","138.49","-","0.49%"
"Jul 03, 1984","137.81","137.81","137.81","137.81","-","0.81%"
"Jul 02, 1984","136.70","136.70","136.70","136.70","-","0.32%"
"Jun 29, 1984","136.26","136.26","136.26","136.26","-","-0.06%"
"Jun 28, 1984","136.34","136.34","136.34","136.34","-","-0.35%"
"Jun 27, 1984","136.82","136.82","136.82","136.82","-","0.37%"
"Jun 26, 1984","136.31","136.31","136.31","136.31","-","-0.43%"
"Jun 25, 1984","136.90","136.90","136.90","136.90","-","0.71%"
"Jun 22, 1984","135.94","135.94","135.94","135.94","-","0.07%"
"Jun 21, 1984","135.84","135.84","135.84","135.84","-","0.16%"
"Jun 20, 1984","135.62","135.62","135.62","135.62","-","0.67%"
"Jun 19, 1984","134.72","134.72","134.72","134.72","-","-0.07%"
"Jun 18, 1984","134.81","134.81","134.81","134.81","-","0.39%"
"Jun 15, 1984","134.29","134.29","134.29","134.29","-","0.52%"
"Jun 14, 1984","133.59","133.59","133.59","133.59","-","0.09%"
"Jun 13, 1984","133.47","133.47","133.47","133.47","-","-0.23%"
"Jun 12, 1984","133.78","133.78","133.78","133.78","-","0.35%"
"Jun 11, 1984","133.32","133.32","133.32","133.32","-","0.44%"
